"","Denominación_social","Domicilio_social","Latitud","Longitud","Fecha_constitución","CNAE","Objeto_social","Tamaño_empresa_por_facturación","Índice_crec_interanual_ventas","Tamaño_empresa_por_empleados","Empleo_fijo","Empleo_temporal","Teléfono","Estado","URL","Metatag_descripción","RRSS","Cotización_en_bolsa","Actividad_internacional","Capital_social","Empleados","Empleados_año","Resultado","Municipio"
"2863","Azcopres Metal Management Sociedad Limitada.","BARRIO SAN AGUSTIN, PABELLON 2-MODULO 13","43,13074794","-2,5579032","19/11/2019","4669 - Comercio al por mayor de otra maquinaria y equipo","Comercio al por mayor de maquinaria y equipo","-","Administrador Solidario:  ANDER M...
Administrador Solidario:  AITOR F...","-","-","-","-","Activa","-","-","-","NO","No constan","120.000 €","-","-","-","Elorrio"
"2864","Errebonbillo Sociedad Limitada.","CALLE BERRIO-OTXOA, 2 - BIS","43,1306851","-2,54194108","10/11/2020","5510 - Hoteles y alojamientos similares","Creación, explotación y desarrollo de servicios y actividades del negocio de los hoteles","-","Administrador Solidario:  MAIDER U...
Administrador Solidario:  NICOLAS M...","-","-","-","-","Activa","-","-","-","NO","No constan","3.000 €","-","-","-","Elorrio"
"2865","Moreno Maruri Rosa Maria","-",NA,NA,"-","4781 - Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y mercadillos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2866","Nica Ionel","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2867","Saji Anitha Mol","-",NA,NA,"-","3213 - Fabricación de artículos de bisutería y artículos similares","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2868","Caballero Jimenez Jessica","-",NA,NA,"-","4724 - Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2869","Amorrortu Petralanda Francisco Javier","-",NA,NA,"-","4772 - Comercio al por menor de calzado y artículos de cuero en establecimientos especializados","LA VENTA AL DETALL DE CALZADO INFANTIL, Y MODA INFANTIL","-","-","Menos de 5","-","-","-","Activa","-","-","-","-","No constan","-","2 (año 2008)","2008","-","Elorrio"
"2870","Gamino Garcia Leire","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2871","Sociedad Franquicias Eroski Contigo Sociedad Limitada.","BARRIO SAN AGUSTIN, S/N","43,13074794","-2,5579032","15/01/2018","4729 - Otro comercio al por menor de productos alimenticios en establecimientos especializados","La adquisicion de acciones y participaciones sociales de sociedades","-","Presidente:  ROSA MARIA C...
Consejero:  ENRIQUE M...","-","-","-","946211211","Activa","-","-","-","NO","No constan","3.000 €","-","-","Negativo Consultar","Elorrio"
"2872","Unekel Sociedad Limitada.","BARRIO BERRIO (CL), S/N","43,13904","-2,524055","27/10/1997","0149 - Otras explotaciones de ganado","CRIANZA DE ANIMALES, ESPECIALMENTE LA DE CONEJOS Y PATOS","-","Presidente:  JOSEPH BERNARD G...
Vicepresidente:  FRANCISCO JAVIER G...","Menos de 5","-","-","946820632","Activa","-","-","-","NO","No constan","2.300.000 €","1 (año 2002)","2002","-","Elorrio"
"2873","Jimeale Sociedad Limitada.","CALLE SAN FAUSTO, 25","43,13075878","-2,55169551","28/02/2018","5610 - Restaurantes y puestos de comidas","LA EXPLOTACION DEL NEGOCIO DE HOSTELERIA","Menor de 300 mil €","2018: 
2019: 31,26 %","Entre 5 y 25","2018: 100,00 %
2019: 100,00 %","2018: 0 %
2019: 0 %","-","Activa","-","-","-","NO","No constan","30.000 €","5 (año 2019)","2019","Negativo Consultar","Elorrio"
"2874","Sufian Aslam","-",NA,NA,"-","4721 - Comercio al por menor de frutas y hortalizas en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2875","Fontaymante Bolu Sociedad Limitada.","CALLE LABAKUA, 3 - 1 IZ","43,13155575","-2,54575389","08/09/2017","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","SERVICIOS DE FONTANERIA A PARTICULARES Y EMPRESAS","-","Administrador Único:  FELIX MARIA S...","-","-","-","-","Activa","-","-","-","NO","No constan","225.000 €","-","-","-","Elorrio"
"2876","Sociedad De Afiliados Eroski Contigo Sociedad Limitada.  (extinguida)","BARRIO SAN AGUSTIN, S/N","43,13074794","-2,5579032","09/10/2017","7010 - Actividades de las sedes centrales","LA GESTION Y CONTROL, ADMINISTRATIVO, TECNICO Y COMERCIAL DE LAS COMPAÑIAS PARTICIPADAS","-","-","-","-","-","946211211","Extinguida","-","-","-","NO","No constan","16.000 €","-","-","Positivo Consultar","Elorrio"
"2877","Piñel Gallastegui Silvia","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2878","Sagarna Azcarate Iciar","-",NA,NA,"-","4761 - Comercio al por menor de libros en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2879","Ruiz Uribarren Naiara","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2880","Metalak Sl","CALLE SANTA ELENA","43,12583113","-2,54307971","21/03/1989","6820 - Alquiler de bienes inmobiliarios por cuenta propia","-","-","Administrador Único:  JOSE LUIS B...","-","-","-","946582322","Activa","-","-","-","NO","No constan","6.010,12 €","-","-","Negativo Consultar","Elorrio"
"2881","Behar Duzun Dena Sociedad Limitada.","AVENIDA LOURDES, 7 - PISO 3 IZ","43,13199","-2,535785","01/10/2015","4639 - Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco","CONSTRUCCION, INSTALACIONES Y MANTENIMIENTO., COMERCIO AL POR MAYOR Y AL POR MENOR. DISTRIBUCION COMERCIAL. IMPORTACION Y EXPORTACION., INDUSTRIAS MANUFACTURERAS Y TEXTILES., TURISMO, HOSTELERIA Y RESTAURACION., PRESTACION DE SERVICIOS. ACTIVIDADES DE GESTION Y ADMINISTRACION. SERVICIOS EDUCATIVOS,","-","Administrador Único:  JESUS REYNALDO M...","-","-","-","-","Activa","-","-","-","NO","No constan","3.010 €","-","-","-","Elorrio"
"2882","Data Score Network Sociedad Limitada.","CALLE SAN ANTON, 2 - PISO 3 IZ","43,12547735","-2,53679718","01/08/2013","6201 - Actividades de programación informática","Informática, telecomunicaciones y ofimática","-","Administrador Único:  SEIN N...","-","-","-","-","Activa","-","-","-","NO","No constan","3.000 €","-","-","-","Elorrio"
"2883","Gutierrez Cires Olga Maria","-",NA,NA,"-","4724 - Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2884","Labrador Gonzalez Juan Jose","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2885","Camuñas Lopez Teresa","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2886","Echevarria Izco Aitor","-",NA,NA,"-","7729 - Alquiler de otros efectos personales y artículos de uso doméstico","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2887","Urrejola Eriz Nerea","-",NA,NA,"-","9601 - Lavado y limpieza de prendas textiles y de piel","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2888","Larrea Bergareche Ana Isabel","-",NA,NA,"-","4771 - Comercio al por menor de prendas de vestir en establecimientos especializados","Venta de prendas de vestir y complementos para señora.","-","-","Menos de 5","-","-","-","Activa","-","-","-","-","Importa","-","2 (año 2018)","2018","-","Elorrio"
"2889","Aluheat Sociedad Anonima.","POLIGONO INDUSTRIAL BETSAIDE, PABELLON I-14","43,131016","-2,535582","27/09/1996","2454 - Fundición de otros metales no férreos","EL TRATAMIENTO TERMINO DE TODA CLASE DE METALES.","-","Administrador Único:  AMAYA T...
Apoderado:  MIREN AMAIA G...","-","-","-","-","Activa","-","-","-","NO","No constan","96.161,94 €","-","-","Positivo Consultar","Elorrio"
"2890","Sejas Soria Teodoro","-",NA,NA,"-","4332 - Instalación de carpintería","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2891","De Felipe Barahona Monica","-",NA,NA,"-","5610 - Restaurantes y puestos de comidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2892","Aparicio Perez Alejandro","-",NA,NA,"-","4730 - Comercio al por menor de combustible para la automoción en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2893","Salaberria Astarloa Irati","-",NA,NA,"-","9601 - Lavado y limpieza de prendas textiles y de piel","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2894","Urizarbarrena Ugarte Maria Concepcion","-",NA,NA,"-","4722 - Comercio al por menor de carne y productos cárnicos en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2895","Salaberria Ramos Ibon","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2896","Jauregui Crucelaegui Fernando","-",NA,NA,"-","2562 - Ingeniería mecánica por cuenta de terceros","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2897","Jose Carmen Marina Inchausti Miangolarra","BARRIO ZENITA AUZOA","0","0","01/01/2000","7111 - Servicios técnicos de arquitectura","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2898","Ma Maria Concepcion Urizarbarrena Ugarte","CALLE KANPOKALE (LJ), 2","43,13065111","-2,54369265","03/01/1991","4722 - Comercio al por menor de carne y productos cárnicos en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2899","Jesus Maria Ramon Sagastizabal Duñabeiti","CALLE BERRIO-OTXOA (LJ), 14","43,12964728","-2,5412462","01/01/2002","4752 - Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2900","Maria Jesus Mora Tera-alberto Felipe Coz","CALLE ERREKAKALE, 23 - BJ","43,13116453","-2,54363042","01/01/2005","4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2901","Rosa S. Javier Alberdi Iturricastillo Ana","CALLE ERREKA KALEA, 9","43,130999","-2,54327","01/01/2005","4721 - Comercio al por menor de frutas y hortalizas en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2902","Francisco Javier Iñarrairaegui Solozabal","CALLE ELIZBURU (BA JO), 46","43,12786743","-2,54009175","01/01/2003","5915 - Actividades de producción cinematográfica y de vídeo","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2903","L. Aitziber Jaio Arrizabalaga Miriam Diaz","AVENIDA ARGIÑETA ETORBIDEA, 10","43,133191","-2,541084","01/01/2003","4721 - Comercio al por menor de frutas y hortalizas en establecimientos especializados","-","-","-","-","-","-","946583486","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2904","Maria Paz Alonso Villasur","CALLE SAN JUAN, 21 - 2 D","43,1294215","-2,53905961","01/01/2014","7311 - Agencias de publicidad","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2905","Maria Estibaliz Larrañaga Balenciaga-arr","CALLE BERRIO-OTXOA (LJ), 6","43,12999321","-2,541828","01/01/2009","4773 - Comercio al por menor de productos farmacéuticos en establecimientos especializados","-","-","-","-","-","-","946820984","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2906","Aitziber Beitia Anzola Jone Beit","CALLE SAN PIO, 2 - 1","43,130497","-2,544178","01/01/2014","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2907","Juan Veronica Manchon Barahona","CALLE IBARRA, 16 - 2 DH","43,13203637","-2,54789535","01/01/2014","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2908","Arrillaga Municha Txaber","-",NA,NA,"-","9523 - Reparación de calzado y artículos de cuero","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2909","Serigrafia Borobil Sl  (extinguida)","CALLE BERRIOZABALBEITIA KALEA, 6 - PB 6","43,126343","-2,541177","22/05/2000","1813 - Servicios de preimpresión y preparación de soportes","LA REALIZACION DE ACTIVIDADES DE SERIGRAFIA, PUBLICIDAD, TEXTIL, TAMPOGRAFIA. DISENO GRAFICO, TRANSFER Y ARTES GRAFICAS.","Menor de 300 mil €","2007: 
2008: -14,82 %
2009: -35,6 %","Menos de 5","2005: 100,00 %
2006: 100,00 %
2007: 100,00 %
2009: 100,00 %","2005: 0 %
2006: 0 %
2007: 0 %
2009: 0 %","946820532","Extinguida","-","-","-","NO","No constan","3.005,06 €","1 (año 2009)","2009","Negativo Consultar","Elorrio"
"2910","Hirubide Engineering Sociedad Limitada.","CALLE SAN FAUSTO, 15","43,13052991","-2,55033983","04/11/2013","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","La consultoria tecnica, diseño y ejecucion de obra, construccion, fabricación, instalación, montaje","-","Administrador Único:  ASIER B...","-","-","-","946582456","Activa","-","-","-","NO","No constan","3.200 €","-","-","-","Elorrio"
"2911","Blancas 2013 Sociedad Limitada.  (extinguida)","BARRIO BERRIOZABALETA (ARAMIÑO), 9","43,145557","-2,555432","03/10/2013","5610 - Restaurantes y puestos de comidas","La prestación de todo tipo de servicios de hostelería y organización de eventos culturales","-","-","-","-","-","-","Extinguida","-","-","-","NO","No constan","3.000 €","-","-","-","Elorrio"
"2912","Gruas Elorrio Sociedad Limitada.","CALLE BESAIDE, 11 - BJ PABELLON INDUSTRIAL","43,12498859","-2,54303802","08/11/2016","5221 - Actividades anexas al transporte terrestre","Auxilio en carretera con vehiculo grua","-","Administrador Solidario:  IGNACIO E...
Administrador Solidario:  MARIA VANESA P...","-","-","-","946582454","Activa","-","-","-","NO","No constan","9.000 €","-","-","Negativo Consultar","Elorrio"
"2913","Calvo Pelaez Angel","-",NA,NA,"-","4729 - Otro comercio al por menor de productos alimenticios en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2914","Echaniz Echave Jose Antonio","-",NA,NA,"-","3519 - Producción de energía eléctrica de otros tipos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2915","Urien Arbaiza Ignacio","-",NA,NA,"-","3519 - Producción de energía eléctrica de otros tipos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2916","Jose Luis Santillan Sociedad Limitada.","POLIGONO INDUSTRIAL BETSAIDE, MODULO B5-B6","43,131016","-2,535582","14/12/2018","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","Instalaciones industriales de aire comprimido y agua","Entre 6 y 30 millones €","2019: ","Entre 25 y 50","2019: 91,30 %","2019: 8,69 %","946238000","Activa","-","-","-","NO","No constan","14.424,29 €","46 (año 2019)","2019","Positivo Consultar","Elorrio"
"2917","Jose Luis Santillan 2000 Sociedad Limitada.","POLIGONO INDUSTRIAL BETSAIDE, MODULO B5-B6","43,131016","-2,535582","14/12/2018","6820 - Alquiler de bienes inmobiliarios por cuenta propia","Adquisición, arrendamiento y explotación de inmuebles y tenencia de activos financieros","-","Presidente:  GERARDO S...
Consejero:  GAIZKA S...","-","-","-","-","Activa","-","-","-","NO","No constan","45.676,92 €","-","-","Positivo Consultar","Elorrio"
"2918","Garaizabal Pildain Ander","-",NA,NA,"-","9004 - Gestión de salas de espectáculos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2919","Exposito Exposito Maria","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2920","Hernandez Saracho Maria Estela","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2921","Beascoechea Arriola Luis Manuel","-",NA,NA,"-","1610 - Aserrado y cepillado de la madera","Asserradero de madera y fabricacion de embalajes.","-","-","Menos de 5","-","-","-","Activa","-","-","-","-","No constan","-","3 (año 2005)","2005","-","Elorrio"
"2922","Fuentes Baños Pedro","-",NA,NA,"-","3519 - Producción de energía eléctrica de otros tipos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2923","Montajes Eidor S.c.","CALLE BERRIOZABALBEITIA, 8","43,126366","-2,5412","01/02/2009","8130 - Actividades de jardinería","REALIZACION DE TRABAJOS DE INSTALACIONES DE EQUIPOS DE JARDINERIA","-","Presidente Consejo Rector:  MARIA ASUNCION C...","Entre 5 y 25","-","-","946231932","Activa","-","-","-","NO","No constan","-","19 (año 2009)","2009","-","Elorrio"
"2924","Besaide S.c.","CALLE IBARRA, 28 - 5 B","43,13236948","-2,54897384","01/01/2003","4110 - Promoción inmobiliaria","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2925","Inforlan S.c.","CALLE BERRIO-OTXOA (BA JO), 49","43,128387","-2,539808","-","6920 - Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal","-","-","-","-","-","-","946582502","Activa","-","-","-","NO","No constan","11.569,5 €","-","-","-","Elorrio"
"2926","Autogain Koop Elk Txikia","BARRIO SAN AGUSTIN, MO D. 17","43,13074794","-2,5579032","01/01/2014","4520 - Mantenimiento y reparación de vehículos de motor","Taller de carrocería.","-","Administrador Único:  JAVIER E...","Menos de 5","-","-","946056732","Activa","-","-","-","NO","No constan","-","2 (año 2016)","2016","-","Elorrio"
"2927","Elorrioko Txintxirri Ikastola","CALLE SAN PIO (TXINTXIRRI IKASTOLA), 3","43,13061596","-2,54575973","01/01/1973","8552 - Educación cultural","Educación en general, enseñanza de Educación Infantil, Primaria y E.S.O. (Enseñanaza Secundaria Obligatoria).","-","Presidente Consejo Rector:  MIKEL U...
Vicepresidente Consejo Rector:  JOSEBA M...
Gerente:  DAVID C...","-","-","-","946582261","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2928","Quart Restauracion Estructural E","CALLE BUZKANTZ, 4","43,131636","-2,541763","01/01/2012","4121 - Construcción de edificios residenciales","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2929","Cooperativa Agricola Ganadera De Elorrio","CALLE BELENGUA, 32","43,127769","-2,541682","09/10/1973","4772 - Comercio al por menor de calzado y artículos de cuero en establecimientos especializados","-","-","-","-","-","-","946820189","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2930","Etxe Eder Scoop","CALLE NIZETO URKIZU KALEA, 11","43,131539","-2,53984","01/01/2003","4110 - Promoción inmobiliaria","-","-","Liquidador:  IGOR I...","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2931","Lourdesko Ama Koop Elk","AVENIDA LOURDES, 8","43,13396843","-2,53588258","30/03/2012","8552 - Educación cultural","ACTIVIDADES DE ENSEÑANZA","-","Presidente Consejo Rector:  VICENTE A...","Entre 5 y 25","-","-","946820056","Activa","-","-","-","NO","No constan","-","17 (año 2012)","2012","-","Elorrio"
"2932","Julian Azcarraga Aizpun-andoni Azcarraga Luaces-maria Esther Luaces Temprano Sc","AVENIDA ARRASATE, 7","43,12202328","-2,53218846","01/04/2014","0119 - Otros cultivos no perennes","Producción de tomate.","-","Administrador:  JULIAN A...
Administrador:  ANDONI A...","Menos de 5","-","-","-","Activa","-","-","-","NO","No constan","-","3 (año 2015)","2015","-","Elorrio"
"2933","Igarza Pildain Txaber","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2934","Uribe Uriarte Mikel","-",NA,NA,"-","4941 - Transporte de mercancías por carretera","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2935","Galeano Grande Jesus Maria","-",NA,NA,"-","4932 - Transporte por taxi","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2936","Aizpurua Eguren Vicente","-",NA,NA,"-","3519 - Producción de energía eléctrica de otros tipos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2937","Graficas Elorrio Sl  (extinguida)","CALLE BERRIOZABALBEITIA, 3","43,126858","-2,541695","10/04/1996","1812 - Otras actividades de impresión y artes gráficas","DISENO DE TEXTOS, GRAFICOS E IMAGENES.","Menor de 300 mil €","2014: 
2015: 19 %
2016: -13,13 %","Menos de 5","2012: 100,00 %
2013: 100,00 %
2014: 100,00 %
2015: 100,00 %
2016: 100,00 %","2012: 0 %
2013: 0 %
2014: 0 %
2015: 0 %
2016: 0 %","946820244","Extinguida","-","-","-","NO","No constan","6.010,12 €","4 (año 2016)","2016","Negativo Consultar","Elorrio"
"2938","Inmobiliaria Gaurka Sl  (extinguida)","CALLE ESTEIBARLANDA, 2","43,131923","-2,546138","05/03/1997","6831 - Agentes de la propiedad inmobiliaria","LA ADQUISICION, DISPOSICION, TENENCIA, EXPLOTACION Y ADMINISTRACION DE TODA CLASE DE BIENES INMUEBLES Y NEGOCIOS DE CARACTER INMOBILIARIO.","-","-","-","-","-","946231748","Extinguida","-","-","-","NO","No constan","3.005,06 €","-","-","Negativo Consultar","Elorrio"
"2939","Neumaticos Elorrio Sl","POLIGONO INDUSTRIAL SAN AGUSTIN, 1","43,131016","-2,535582","20/07/2001","4532 - Comercio al por menor de repuestos y accesorios de vehículos de motor","LA VENTA, COMERCIALIZACION, REPARACION DE NEUMATICOS, CUBIERTAS Y ACCESORIOS DE AUTOMOVILES, CAMIONES Y VEHICULOS INDUSTRIALES.","-","Administrador Mancomunado:  LUIS MARIA T...
Administrador Mancomunado:  JOSE IGNACIO T...
Gerente:  JOSE IGNACIO T...
Gerente:  LUIS MARIA T...","-","-","-","-","Activa","http://www.gng.es","GnG es una red de talleres líder en Mecánica, Revisión y Mantenimiento de tu coche con más de 20 años de experiencia y 15 centros en Euskadi y Cantabria -","https://www.facebook.com/gng.es, https://twitter.com/grupogng, https://www.instagram.com/gng_grupo/","NO","No constan","30.000 €","-","-","Negativo Consultar","Elorrio"
"2940","Castillo Zugazartaza Ander","-",NA,NA,"-","0240 - Servicios de apoyo a la silvicultura","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2941","Mery Bautista Calustro Ross","-",NA,NA,"-","8121 - Limpieza general de edificios","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2942","Arriola Totoricaguena Maria Josefa","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2943","Garaizabal Pildain Mikel","-",NA,NA,"-","5610 - Restaurantes y puestos de comidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2944","Guillen Bravo Sergio","-",NA,NA,"-","4726 - Comercio al por menor de productos de tabaco en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2945","Iraolagoitia Ugalde Concepcion","-",NA,NA,"-","4771 - Comercio al por menor de prendas de vestir en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2946","Rodriguez Moreno Antonio","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2947","Pelaez Alvarez Rogelio","-",NA,NA,"-","4723 - Comercio al por menor de pescados y mariscos en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2948","Camiruaga Lariz Jose Julio","-",NA,NA,"-","4761 - Comercio al por menor de libros en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2949","Olabegogeascoechea Sanchez Maria Puy","-",NA,NA,"-","4726 - Comercio al por menor de productos de tabaco en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2950","Herrera Valverde Magdalena","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2951","Gomez Cano Jorge","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2952","Medela Arana Jose Manuel","-",NA,NA,"-","2229 - Fabricación de otros productos de plástico","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2953","Cenitagoya Azpitarte Maria Iciar","-",NA,NA,"-","5610 - Restaurantes y puestos de comidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2954","Gallastegui Eguidazu Juan Luis","-",NA,NA,"-","4511 - Venta de automóviles y vehículos de motor ligeros","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2955","Ardanza Aguirrezabal Juan Manuel","-",NA,NA,"-","4941 - Transporte de mercancías por carretera","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2956","Eriz Sagastizabal Felix Manuel","-",NA,NA,"-","4941 - Transporte de mercancías por carretera","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2957","Gomez De Segura Gabiria Jose Carlos","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2958","Bustos Trillo Alvaro","-",NA,NA,"-","4941 - Transporte de mercancías por carretera","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2959","Montero Bueno Antonio","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2960","Agirre Belar Felipe","-",NA,NA,"-","3519 - Producción de energía eléctrica de otros tipos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2961","Leanizbarrutia Echeita Maria Teresa","-",NA,NA,"-","4724 - Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
